obs,pid,monthnum,year,pud,park,month
7076,45,8,2009,0,HOSP,August
7077,45,9,2009,8,HOSP,September
7078,45,10,2009,10,HOSP,October
7079,45,11,2009,3,HOSP,November
7080,45,12,2009,4,HOSP,December
7081,45,1,2010,1,HOSP,January
7082,45,2,2010,5,HOSP,February
7083,45,3,2010,5,HOSP,March
7084,45,4,2010,5,HOSP,April
7085,45,5,2010,2,HOSP,May
7086,45,6,2010,9,HOSP,June
7087,45,7,2010,9,HOSP,July
7088,45,8,2010,5,HOSP,August
7089,45,9,2010,3,HOSP,September
7090,45,10,2010,5,HOSP,October
7091,45,11,2010,6,HOSP,November
7092,45,12,2010,9,HOSP,December
7093,45,1,2011,15,HOSP,January
7094,45,2,2011,3,HOSP,February
7095,45,3,2011,7,HOSP,March
7096,45,4,2011,6,HOSP,April
7097,45,5,2011,10,HOSP,May
7098,45,6,2011,8,HOSP,June
7099,45,7,2011,5,HOSP,July
7100,45,8,2011,3,HOSP,August
7101,45,9,2011,1,HOSP,September
7102,45,10,2011,10,HOSP,October
7103,45,11,2011,8,HOSP,November
7104,45,12,2011,1,HOSP,December
7105,45,1,2012,2,HOSP,January
7106,45,2,2012,3,HOSP,February
7107,45,3,2012,7,HOSP,March
7108,45,4,2012,5,HOSP,April
7109,45,5,2012,10,HOSP,May
7110,45,6,2012,1,HOSP,June
7111,45,7,2012,5,HOSP,July
7112,45,8,2012,2,HOSP,August
7113,45,9,2012,10,HOSP,September
7114,45,10,2012,16,HOSP,October
7115,45,11,2012,11,HOSP,November
7116,45,12,2012,2,HOSP,December
7117,45,1,2013,1,HOSP,January
7118,45,2,2013,1,HOSP,February
7119,45,3,2013,3,HOSP,March
7120,45,4,2013,5,HOSP,April
7121,45,5,2013,4,HOSP,May
7122,45,6,2013,17,HOSP,June
7123,45,7,2013,15,HOSP,July
7124,45,8,2013,4,HOSP,August
7125,45,9,2013,5,HOSP,September
7126,45,10,2013,2,HOSP,October
7127,45,11,2013,3,HOSP,November
7128,45,12,2013,3,HOSP,December
7129,45,1,2014,3,HOSP,January
7130,45,2,2014,0,HOSP,February
7131,45,3,2014,5,HOSP,March
7132,45,4,2014,8,HOSP,April
7133,45,5,2014,4,HOSP,May
7134,45,6,2014,4,HOSP,June
7135,45,7,2014,3,HOSP,July
7136,45,8,2014,3,HOSP,August
7137,45,9,2014,7,HOSP,September
7138,45,10,2014,9,HOSP,October
7139,45,11,2014,8,HOSP,November
7140,45,12,2014,4,HOSP,December
7141,45,1,2015,8,HOSP,January
7142,45,2,2015,1,HOSP,February
7143,45,3,2015,2,HOSP,March
7144,45,4,2015,5,HOSP,April
7145,45,5,2015,4,HOSP,May
7146,45,6,2015,7,HOSP,June
7147,45,7,2015,1,HOSP,July
7148,45,8,2015,0,HOSP,August
7149,45,9,2015,2,HOSP,September
7150,45,10,2015,3,HOSP,October
7151,45,11,2015,3,HOSP,November
7152,45,12,2015,2,HOSP,December
7153,45,1,2016,5,HOSP,January
7154,45,2,2016,1,HOSP,February
7155,45,3,2016,3,HOSP,March
7156,45,4,2016,0,HOSP,April
7157,45,5,2016,5,HOSP,May
7158,45,6,2016,4,HOSP,June
7159,45,7,2016,5,HOSP,July
7160,45,8,2016,2,HOSP,August
7161,45,9,2016,2,HOSP,September
7162,45,10,2016,12,HOSP,October
7163,45,11,2016,9,HOSP,November
7164,45,12,2016,2,HOSP,December
7165,45,1,2017,1,HOSP,January
7166,45,2,2017,0,HOSP,February
7167,45,3,2017,6,HOSP,March
7168,45,4,2017,1,HOSP,April
7169,45,5,2017,2,HOSP,May
7170,45,6,2017,1,HOSP,June
7171,45,7,2017,0,HOSP,July
7172,45,8,2017,1,HOSP,August
7173,45,9,2017,5,HOSP,September
7174,45,10,2017,2,HOSP,October
7175,45,11,2017,0,HOSP,November
7176,45,12,2017,1,HOSP,December
7177,46,1,2005,13,HALE,January
7178,46,2,2005,8,HALE,February
7179,46,3,2005,6,HALE,March
7180,46,4,2005,8,HALE,April
7181,46,5,2005,7,HALE,May
7182,46,6,2005,11,HALE,June
7183,46,7,2005,21,HALE,July
7184,46,8,2005,10,HALE,August
7185,46,9,2005,17,HALE,September
7186,46,10,2005,20,HALE,October
7187,46,11,2005,9,HALE,November
7188,46,12,2005,18,HALE,December
7189,46,1,2006,15,HALE,January
7190,46,2,2006,8,HALE,February
7191,46,3,2006,10,HALE,March
7192,46,4,2006,13,HALE,April
7193,46,5,2006,20,HALE,May
7194,46,6,2006,18,HALE,June
7195,46,7,2006,18,HALE,July
7196,46,8,2006,38,HALE,August
7197,46,9,2006,34,HALE,September
7198,46,10,2006,19,HALE,October
7199,46,11,2006,16,HALE,November
7200,46,12,2006,29,HALE,December
7201,46,1,2007,25,HALE,January
7202,46,2,2007,20,HALE,February
7203,46,3,2007,20,HALE,March
7204,46,4,2007,34,HALE,April
7205,46,5,2007,29,HALE,May
7206,46,6,2007,39,HALE,June
7207,46,7,2007,22,HALE,July
7208,46,8,2007,30,HALE,August
7209,46,9,2007,40,HALE,September
7210,46,10,2007,28,HALE,October
7211,46,11,2007,23,HALE,November
7212,46,12,2007,19,HALE,December
7213,46,1,2008,25,HALE,January
7214,46,2,2008,21,HALE,February
7215,46,3,2008,23,HALE,March
7216,46,4,2008,40,HALE,April
7217,46,5,2008,23,HALE,May
7218,46,6,2008,31,HALE,June
7219,46,7,2008,26,HALE,July
7220,46,8,2008,39,HALE,August
7221,46,9,2008,20,HALE,September
7222,46,10,2008,27,HALE,October
7223,46,11,2008,21,HALE,November
7224,46,12,2008,29,HALE,December
7225,46,1,2009,32,HALE,January
7226,46,2,2009,28,HALE,February
7227,46,3,2009,25,HALE,March
7228,46,4,2009,22,HALE,April
7229,46,5,2009,23,HALE,May
7230,46,6,2009,37,HALE,June
7231,46,7,2009,38,HALE,July
7232,46,8,2009,43,HALE,August
7233,46,9,2009,40,HALE,September
7234,46,10,2009,34,HALE,October
7235,46,11,2009,26,HALE,November
7236,46,12,2009,17,HALE,December
7237,46,1,2010,39,HALE,January
7238,46,2,2010,33,HALE,February
7239,46,3,2010,31,HALE,March
7240,46,4,2010,26,HALE,April
7241,46,5,2010,29,HALE,May
7242,46,6,2010,37,HALE,June
7243,46,7,2010,30,HALE,July
7244,46,8,2010,49,HALE,August
7245,46,9,2010,45,HALE,September
7246,46,10,2010,39,HALE,October
7247,46,11,2010,39,HALE,November
7248,46,12,2010,41,HALE,December
7249,46,1,2011,39,HALE,January
7250,46,2,2011,45,HALE,February
7251,46,3,2011,33,HALE,March
7252,46,4,2011,34,HALE,April
7253,46,5,2011,42,HALE,May
7254,46,6,2011,26,HALE,June
7255,46,7,2011,34,HALE,July
7256,46,8,2011,50,HALE,August
7257,46,9,2011,39,HALE,September
7258,46,10,2011,36,HALE,October
7259,46,11,2011,29,HALE,November
7260,46,12,2011,45,HALE,December
7261,46,1,2012,47,HALE,January
7262,46,2,2012,35,HALE,February
7263,46,3,2012,21,HALE,March
7264,46,4,2012,50,HALE,April
7265,46,5,2012,29,HALE,May
7266,46,6,2012,37,HALE,June
7267,46,7,2012,44,HALE,July
7268,46,8,2012,43,HALE,August
7269,46,9,2012,44,HALE,September
7270,46,10,2012,38,HALE,October
7271,46,11,2012,37,HALE,November
7272,46,12,2012,39,HALE,December
7273,46,1,2013,34,HALE,January
7274,46,2,2013,39,HALE,February
7275,46,3,2013,37,HALE,March
7276,46,4,2013,34,HALE,April
7277,46,5,2013,36,HALE,May
7278,46,6,2013,25,HALE,June
7279,46,7,2013,31,HALE,July
7280,46,8,2013,39,HALE,August
7281,46,9,2013,31,HALE,September
7282,46,10,2013,16,HALE,October
7283,46,11,2013,27,HALE,November
7284,46,12,2013,33,HALE,December
7285,46,1,2014,26,HALE,January
7286,46,2,2014,21,HALE,February
7287,46,3,2014,34,HALE,March
7288,46,4,2014,19,HALE,April
7289,46,5,2014,18,HALE,May
7290,46,6,2014,22,HALE,June
7291,46,7,2014,22,HALE,July
7292,46,8,2014,15,HALE,August
7293,46,9,2014,27,HALE,September
7294,46,10,2014,23,HALE,October
7295,46,11,2014,22,HALE,November
7296,46,12,2014,26,HALE,December
7297,46,1,2015,34,HALE,January
7298,46,2,2015,25,HALE,February
7299,46,3,2015,36,HALE,March
7300,46,4,2015,7,HALE,April
7301,46,5,2015,25,HALE,May
7302,46,6,2015,21,HALE,June
7303,46,7,2015,30,HALE,July
7304,46,8,2015,16,HALE,August
7305,46,9,2015,26,HALE,September
7306,46,10,2015,30,HALE,October
7307,46,11,2015,29,HALE,November
7308,46,12,2015,21,HALE,December
7309,46,1,2016,28,HALE,January
7310,46,2,2016,18,HALE,February
7311,46,3,2016,16,HALE,March
7312,46,4,2016,17,HALE,April
7313,46,5,2016,19,HALE,May
7314,46,6,2016,25,HALE,June
7315,46,7,2016,14,HALE,July
7316,46,8,2016,17,HALE,August
7317,46,9,2016,25,HALE,September
7318,46,10,2016,25,HALE,October
7319,46,11,2016,24,HALE,November
7320,46,12,2016,6,HALE,December
7321,46,1,2017,13,HALE,January
7322,46,2,2017,9,HALE,February
7323,46,3,2017,16,HALE,March
7324,46,4,2017,16,HALE,April
7325,46,5,2017,11,HALE,May
7326,46,6,2017,10,HALE,June
7327,46,7,2017,20,HALE,July
7328,46,8,2017,16,HALE,August
7329,46,9,2017,11,HALE,September
7330,46,10,2017,6,HALE,October
7331,46,11,2017,3,HALE,November
7332,46,12,2017,1,HALE,December
7333,47,1,2005,2,CAVE,January
7334,47,2,2005,3,CAVE,February
7335,47,3,2005,1,CAVE,March
7336,47,4,2005,1,CAVE,April
7337,47,5,2005,3,CAVE,May
7338,47,6,2005,4,CAVE,June
7339,47,7,2005,4,CAVE,July
7340,47,8,2005,6,CAVE,August
7341,47,9,2005,4,CAVE,September
7342,47,10,2005,2,CAVE,October
7343,47,11,2005,3,CAVE,November
7344,47,12,2005,2,CAVE,December
7345,47,1,2006,2,CAVE,January
7346,47,2,2006,2,CAVE,February
7347,47,3,2006,8,CAVE,March
7348,47,4,2006,0,CAVE,April
7349,47,5,2006,8,CAVE,May
7350,47,6,2006,6,CAVE,June
7351,47,7,2006,14,CAVE,July
7352,47,8,2006,17,CAVE,August
7353,47,9,2006,8,CAVE,September
7354,47,10,2006,12,CAVE,October
7355,47,11,2006,4,CAVE,November
7356,47,12,2006,8,CAVE,December
7357,47,1,2007,4,CAVE,January
7358,47,2,2007,9,CAVE,February
7359,47,3,2007,9,CAVE,March
7360,47,4,2007,4,CAVE,April
7361,47,5,2007,18,CAVE,May
7362,47,6,2007,12,CAVE,June
7363,47,7,2007,10,CAVE,July
7364,47,8,2007,13,CAVE,August
7365,47,9,2007,7,CAVE,September
7366,47,10,2007,11,CAVE,October
7367,47,11,2007,21,CAVE,November
7368,47,12,2007,8,CAVE,December
7369,47,1,2008,3,CAVE,January
7370,47,2,2008,6,CAVE,February
7371,47,3,2008,10,CAVE,March
7372,47,4,2008,15,CAVE,April
7373,47,5,2008,11,CAVE,May
7374,47,6,2008,10,CAVE,June
7375,47,7,2008,17,CAVE,July
7376,47,8,2008,5,CAVE,August
7377,47,9,2008,12,CAVE,September
7378,47,10,2008,15,CAVE,October
7379,47,11,2008,5,CAVE,November
7380,47,12,2008,12,CAVE,December
7381,47,1,2009,7,CAVE,January
7382,47,2,2009,5,CAVE,February
7383,47,3,2009,13,CAVE,March
7384,47,4,2009,6,CAVE,April
7385,47,5,2009,16,CAVE,May
7386,47,6,2009,7,CAVE,June
7387,47,7,2009,10,CAVE,July
7388,47,8,2009,9,CAVE,August
7389,47,9,2009,2,CAVE,September
7390,47,10,2009,4,CAVE,October
7391,47,11,2009,6,CAVE,November
7392,47,12,2009,8,CAVE,December
7393,47,1,2010,11,CAVE,January
7394,47,2,2010,8,CAVE,February
7395,47,3,2010,13,CAVE,March
7396,47,4,2010,8,CAVE,April
7397,47,5,2010,11,CAVE,May
7398,47,6,2010,10,CAVE,June
7399,47,7,2010,17,CAVE,July
7400,47,8,2010,16,CAVE,August
7401,47,9,2010,7,CAVE,September
7402,47,10,2010,15,CAVE,October
7403,47,11,2010,17,CAVE,November
7404,47,12,2010,8,CAVE,December
7405,47,1,2011,5,CAVE,January
7406,47,2,2011,5,CAVE,February
7407,47,3,2011,14,CAVE,March
7408,47,4,2011,11,CAVE,April
7409,47,5,2011,13,CAVE,May
7410,47,6,2011,12,CAVE,June
7411,47,7,2011,22,CAVE,July
7412,47,8,2011,8,CAVE,August
7413,47,9,2011,10,CAVE,September
7414,47,10,2011,4,CAVE,October
7415,47,11,2011,14,CAVE,November
7416,47,12,2011,12,CAVE,December
7417,47,1,2012,8,CAVE,January
7418,47,2,2012,7,CAVE,February
7419,47,3,2012,14,CAVE,March
7420,47,4,2012,3,CAVE,April
7421,47,5,2012,5,CAVE,May
7422,47,6,2012,7,CAVE,June
7423,47,7,2012,11,CAVE,July
7424,47,8,2012,10,CAVE,August
7425,47,9,2012,10,CAVE,September
7426,47,10,2012,9,CAVE,October
7427,47,11,2012,2,CAVE,November
7428,47,12,2012,14,CAVE,December
7429,47,1,2013,5,CAVE,January
7430,47,2,2013,2,CAVE,February
7431,47,3,2013,12,CAVE,March
7432,47,4,2013,6,CAVE,April
7433,47,5,2013,12,CAVE,May
7434,47,6,2013,7,CAVE,June
7435,47,7,2013,3,CAVE,July
7436,47,8,2013,12,CAVE,August
7437,47,9,2013,2,CAVE,September
7438,47,10,2013,2,CAVE,October
7439,47,11,2013,4,CAVE,November
7440,47,12,2013,3,CAVE,December
7441,47,1,2014,1,CAVE,January
7442,47,2,2014,0,CAVE,February
7443,47,3,2014,6,CAVE,March
7444,47,4,2014,3,CAVE,April
7445,47,5,2014,11,CAVE,May
7446,47,6,2014,6,CAVE,June
7447,47,7,2014,11,CAVE,July
7448,47,8,2014,4,CAVE,August
7449,47,9,2014,0,CAVE,September
7450,47,10,2014,6,CAVE,October
7451,47,11,2014,2,CAVE,November
7452,47,12,2014,5,CAVE,December
7453,47,1,2015,0,CAVE,January
7454,47,2,2015,3,CAVE,February
7455,47,3,2015,6,CAVE,March
7456,47,4,2015,10,CAVE,April
7457,47,5,2015,6,CAVE,May
7458,47,6,2015,2,CAVE,June
7459,47,7,2015,8,CAVE,July
7460,47,8,2015,3,CAVE,August
7461,47,9,2015,7,CAVE,September
7462,47,10,2015,2,CAVE,October
7463,47,11,2015,8,CAVE,November
7464,47,12,2015,5,CAVE,December
7465,47,1,2016,2,CAVE,January
7466,47,2,2016,2,CAVE,February
7467,47,3,2016,7,CAVE,March
7468,47,4,2016,7,CAVE,April
7469,47,5,2016,8,CAVE,May
7470,47,6,2016,7,CAVE,June
7471,47,7,2016,9,CAVE,July
7472,47,8,2016,3,CAVE,August
7473,47,9,2016,2,CAVE,September
7474,47,10,2016,6,CAVE,October
7475,47,11,2016,5,CAVE,November
7476,47,12,2016,2,CAVE,December
7477,47,1,2017,2,CAVE,January
7478,47,2,2017,1,CAVE,February
7479,47,3,2017,2,CAVE,March
7480,47,4,2017,6,CAVE,April
7481,47,5,2017,2,CAVE,May
7482,47,6,2017,1,CAVE,June
7483,47,7,2017,3,CAVE,July
7484,47,8,2017,3,CAVE,August
7485,47,9,2017,3,CAVE,September
7486,47,10,2017,1,CAVE,October
7487,47,11,2017,3,CAVE,November
7488,47,12,2017,6,CAVE,December
7489,48,1,2005,17,ZION,January
7490,48,2,2005,7,ZION,February
7491,48,3,2005,21,ZION,March
7492,48,4,2005,32,ZION,April
7493,48,5,2005,41,ZION,May
7494,48,6,2005,15,ZION,June
7495,48,7,2005,23,ZION,July
7496,48,8,2005,52,ZION,August
7497,48,9,2005,29,ZION,September
7498,48,10,2005,37,ZION,October
7499,48,11,2005,21,ZION,November
7500,48,12,2005,7,ZION,December
7501,48,1,2006,25,ZION,January
7502,48,2,2006,12,ZION,February
7503,48,3,2006,32,ZION,March
7504,48,4,2006,46,ZION,April
7505,48,5,2006,71,ZION,May
7506,48,6,2006,59,ZION,June
7507,48,7,2006,83,ZION,July
7508,48,8,2006,65,ZION,August
7509,48,9,2006,81,ZION,September
7510,48,10,2006,90,ZION,October
7511,48,11,2006,59,ZION,November
7512,48,12,2006,29,ZION,December
7513,48,1,2007,31,ZION,January
7514,48,2,2007,28,ZION,February
7515,48,3,2007,64,ZION,March
7516,48,4,2007,86,ZION,April
7517,48,5,2007,131,ZION,May
7518,48,6,2007,110,ZION,June
7519,48,7,2007,102,ZION,July
7520,48,8,2007,71,ZION,August
7521,48,9,2007,113,ZION,September
7522,48,10,2007,72,ZION,October
7523,48,11,2007,91,ZION,November
7524,48,12,2007,45,ZION,December
7525,48,1,2008,21,ZION,January
7526,48,2,2008,31,ZION,February
7527,48,3,2008,83,ZION,March
7528,48,4,2008,92,ZION,April
7529,48,5,2008,132,ZION,May
7530,48,6,2008,115,ZION,June
7531,48,7,2008,110,ZION,July
7532,48,8,2008,107,ZION,August
7533,48,9,2008,115,ZION,September
7534,48,10,2008,113,ZION,October
7535,48,11,2008,62,ZION,November
7536,48,12,2008,57,ZION,December
7537,48,1,2009,52,ZION,January
7538,48,2,2009,41,ZION,February
7539,48,3,2009,82,ZION,March
7540,48,4,2009,127,ZION,April
7541,48,5,2009,149,ZION,May
7542,48,6,2009,119,ZION,June
7543,48,7,2009,134,ZION,July
7544,48,8,2009,113,ZION,August
7545,48,9,2009,116,ZION,September
7546,48,10,2009,161,ZION,October
7547,48,11,2009,97,ZION,November
7548,48,12,2009,57,ZION,December
7549,48,1,2010,58,ZION,January
7550,48,2,2010,32,ZION,February
7551,48,3,2010,71,ZION,March
7552,48,4,2010,63,ZION,April
7553,48,5,2010,155,ZION,May
7554,48,6,2010,136,ZION,June
7555,48,7,2010,133,ZION,July
7556,48,8,2010,132,ZION,August
7557,48,9,2010,189,ZION,September
7558,48,10,2010,175,ZION,October
7559,48,11,2010,122,ZION,November
7560,48,12,2010,73,ZION,December
7561,48,1,2011,45,ZION,January
7562,48,2,2011,36,ZION,February
7563,48,3,2011,86,ZION,March
7564,48,4,2011,141,ZION,April
7565,48,5,2011,207,ZION,May
7566,48,6,2011,145,ZION,June
7567,48,7,2011,128,ZION,July
7568,48,8,2011,112,ZION,August
7569,48,9,2011,197,ZION,September
7570,48,10,2011,166,ZION,October
7571,48,11,2011,148,ZION,November
7572,48,12,2011,73,ZION,December
7573,48,1,2012,59,ZION,January
7574,48,2,2012,60,ZION,February
7575,48,3,2012,107,ZION,March
7576,48,4,2012,157,ZION,April
7577,48,5,2012,220,ZION,May
7578,48,6,2012,129,ZION,June
7579,48,7,2012,131,ZION,July
7580,48,8,2012,137,ZION,August
7581,48,9,2012,181,ZION,September
7582,48,10,2012,143,ZION,October
7583,48,11,2012,103,ZION,November
7584,48,12,2012,57,ZION,December
7585,48,1,2013,34,ZION,January
7586,48,2,2013,49,ZION,February
7587,48,3,2013,71,ZION,March
7588,48,4,2013,90,ZION,April
7589,48,5,2013,141,ZION,May
7590,48,6,2013,143,ZION,June
7591,48,7,2013,134,ZION,July
7592,48,8,2013,92,ZION,August
7593,48,9,2013,150,ZION,September
7594,48,10,2013,98,ZION,October
7595,48,11,2013,105,ZION,November
7596,48,12,2013,36,ZION,December
7597,48,1,2014,49,ZION,January
7598,48,2,2014,32,ZION,February
7599,48,3,2014,65,ZION,March
7600,48,4,2014,108,ZION,April
7601,48,5,2014,115,ZION,May
7602,48,6,2014,117,ZION,June
7603,48,7,2014,77,ZION,July
7604,48,8,2014,65,ZION,August
7605,48,9,2014,102,ZION,September
7606,48,10,2014,111,ZION,October
7607,48,11,2014,96,ZION,November
7608,48,12,2014,68,ZION,December
7609,48,1,2015,33,ZION,January
7610,48,2,2015,35,ZION,February
7611,48,3,2015,65,ZION,March
7612,48,4,2015,97,ZION,April
7613,48,5,2015,164,ZION,May
7614,48,6,2015,102,ZION,June
7615,48,7,2015,77,ZION,July
7616,48,8,2015,82,ZION,August
7617,48,9,2015,123,ZION,September
7618,48,10,2015,99,ZION,October
7619,48,11,2015,81,ZION,November
7620,48,12,2015,27,ZION,December
7621,48,1,2016,27,ZION,January
7622,48,2,2016,34,ZION,February
7623,48,3,2016,76,ZION,March
7624,48,4,2016,62,ZION,April
7625,48,5,2016,94,ZION,May
7626,48,6,2016,66,ZION,June
7627,48,7,2016,68,ZION,July
7628,48,8,2016,72,ZION,August
7629,48,9,2016,86,ZION,September
7630,48,10,2016,118,ZION,October
7631,48,11,2016,75,ZION,November
7632,48,12,2016,37,ZION,December
7633,48,1,2017,17,ZION,January
7634,48,2,2017,25,ZION,February
7635,48,3,2017,38,ZION,March
7636,48,4,2017,61,ZION,April
7637,48,5,2017,64,ZION,May
7638,48,6,2017,51,ZION,June
7639,48,7,2017,24,ZION,July
7640,48,8,2017,54,ZION,August
7641,48,9,2017,72,ZION,September
7642,48,10,2017,50,ZION,October
7643,48,11,2017,37,ZION,November
7644,48,12,2017,7,ZION,December
7645,49,1,2005,0,THRO,January
7646,49,2,2005,1,THRO,February
7647,49,3,2005,1,THRO,March
7648,49,4,2005,0,THRO,April
7649,49,5,2005,1,THRO,May
7650,49,6,2005,2,THRO,June
7651,49,7,2005,6,THRO,July
7652,49,8,2005,3,THRO,August
7653,49,9,2005,3,THRO,September
7654,49,10,2005,0,THRO,October
7655,49,11,2005,0,THRO,November
7656,49,12,2005,0,THRO,December
7657,49,1,2006,2,THRO,January
7658,49,2,2006,0,THRO,February
7659,49,3,2006,0,THRO,March
7660,49,4,2006,2,THRO,April
7661,49,5,2006,4,THRO,May
7662,49,6,2006,5,THRO,June
7663,49,7,2006,10,THRO,July
7664,49,8,2006,8,THRO,August
7665,49,9,2006,6,THRO,September
7666,49,10,2006,4,THRO,October
7667,49,11,2006,0,THRO,November
7668,49,12,2006,2,THRO,December
7669,49,1,2007,0,THRO,January
7670,49,2,2007,1,THRO,February
7671,49,3,2007,2,THRO,March
7672,49,4,2007,3,THRO,April
7673,49,5,2007,5,THRO,May
7674,49,6,2007,7,THRO,June
7675,49,7,2007,20,THRO,July
7676,49,8,2007,9,THRO,August
7677,49,9,2007,7,THRO,September
7678,49,10,2007,3,THRO,October
7679,49,11,2007,0,THRO,November
7680,49,12,2007,0,THRO,December
7681,49,1,2008,1,THRO,January
7682,49,2,2008,0,THRO,February
7683,49,3,2008,0,THRO,March
7684,49,4,2008,3,THRO,April
7685,49,5,2008,6,THRO,May
7686,49,6,2008,14,THRO,June
7687,49,7,2008,10,THRO,July
7688,49,8,2008,15,THRO,August
7689,49,9,2008,1,THRO,September
7690,49,10,2008,2,THRO,October
7691,49,11,2008,0,THRO,November
7692,49,12,2008,1,THRO,December
7693,49,1,2009,1,THRO,January
7694,49,2,2009,1,THRO,February
7695,49,3,2009,1,THRO,March
7696,49,4,2009,2,THRO,April
7697,49,5,2009,6,THRO,May
7698,49,6,2009,17,THRO,June
7699,49,7,2009,21,THRO,July
7700,49,8,2009,17,THRO,August
7701,49,9,2009,16,THRO,September
7702,49,10,2009,2,THRO,October
7703,49,11,2009,0,THRO,November
7704,49,12,2009,0,THRO,December
7705,49,1,2010,1,THRO,January
7706,49,2,2010,1,THRO,February
7707,49,3,2010,0,THRO,March
7708,49,4,2010,3,THRO,April
7709,49,5,2010,15,THRO,May
7710,49,6,2010,14,THRO,June
7711,49,7,2010,16,THRO,July
7712,49,8,2010,21,THRO,August
7713,49,9,2010,12,THRO,September
7714,49,10,2010,1,THRO,October
7715,49,11,2010,2,THRO,November
7716,49,12,2010,3,THRO,December
7717,49,1,2011,4,THRO,January
7718,49,2,2011,0,THRO,February
7719,49,3,2011,5,THRO,March
7720,49,4,2011,5,THRO,April
7721,49,5,2011,9,THRO,May
7722,49,6,2011,10,THRO,June
7723,49,7,2011,18,THRO,July
7724,49,8,2011,18,THRO,August
7725,49,9,2011,19,THRO,September
7726,49,10,2011,11,THRO,October
7727,49,11,2011,0,THRO,November
7728,49,12,2011,0,THRO,December
7729,49,1,2012,0,THRO,January
7730,49,2,2012,2,THRO,February
7731,49,3,2012,2,THRO,March
7732,49,4,2012,1,THRO,April
7733,49,5,2012,16,THRO,May
7734,49,6,2012,18,THRO,June
7735,49,7,2012,19,THRO,July
7736,49,8,2012,28,THRO,August
7737,49,9,2012,16,THRO,September
7738,49,10,2012,5,THRO,October
7739,49,11,2012,1,THRO,November
7740,49,12,2012,1,THRO,December
7741,49,1,2013,1,THRO,January
7742,49,2,2013,2,THRO,February
7743,49,3,2013,3,THRO,March
7744,49,4,2013,4,THRO,April
7745,49,5,2013,7,THRO,May
7746,49,6,2013,18,THRO,June
7747,49,7,2013,13,THRO,July
7748,49,8,2013,8,THRO,August
7749,49,9,2013,2,THRO,September
7750,49,10,2013,1,THRO,October
7751,49,11,2013,2,THRO,November
7752,49,12,2013,1,THRO,December
7753,49,1,2014,2,THRO,January
7754,49,2,2014,0,THRO,February
7755,49,3,2014,1,THRO,March
7756,49,4,2014,3,THRO,April
7757,49,5,2014,6,THRO,May
7758,49,6,2014,13,THRO,June
7759,49,7,2014,14,THRO,July
7760,49,8,2014,17,THRO,August
7761,49,9,2014,6,THRO,September
7762,49,10,2014,4,THRO,October
7763,49,11,2014,9,THRO,November
7764,49,12,2014,1,THRO,December
7765,49,1,2015,1,THRO,January
7766,49,2,2015,0,THRO,February
7767,49,3,2015,3,THRO,March
7768,49,4,2015,4,THRO,April
7769,49,5,2015,6,THRO,May
7770,49,6,2015,18,THRO,June
7771,49,7,2015,10,THRO,July
7772,49,8,2015,14,THRO,August
7773,49,9,2015,11,THRO,September
7774,49,10,2015,1,THRO,October
7775,49,11,2015,2,THRO,November
7776,49,12,2015,0,THRO,December
7777,49,1,2016,0,THRO,January
7778,49,2,2016,0,THRO,February
7779,49,3,2016,6,THRO,March
7780,49,4,2016,2,THRO,April
7781,49,5,2016,13,THRO,May
7782,49,6,2016,13,THRO,June
7783,49,7,2016,13,THRO,July
7784,49,8,2016,8,THRO,August
7785,49,9,2016,18,THRO,September
7786,49,10,2016,6,THRO,October
7787,49,11,2016,3,THRO,November
7788,49,12,2016,0,THRO,December
7789,49,1,2017,0,THRO,January
7790,49,2,2017,0,THRO,February
7791,49,3,2017,3,THRO,March
7792,49,4,2017,3,THRO,April
7793,49,5,2017,12,THRO,May
7794,49,6,2017,1,THRO,June
7795,49,7,2017,4,THRO,July
7796,49,8,2017,10,THRO,August
7797,49,9,2017,5,THRO,September
7798,49,10,2017,3,THRO,October
7799,49,11,2017,0,THRO,November
7800,49,12,2017,0,THRO,December
7801,50,1,2005,1,CUVA,January
7802,50,2,2005,0,CUVA,February
7803,50,3,2005,1,CUVA,March
7804,50,4,2005,4,CUVA,April
7805,50,5,2005,5,CUVA,May
7806,50,6,2005,5,CUVA,June
7807,50,7,2005,2,CUVA,July
7808,50,8,2005,2,CUVA,August
7809,50,9,2005,3,CUVA,September
7810,50,10,2005,10,CUVA,October
7811,50,11,2005,2,CUVA,November
7812,50,12,2005,2,CUVA,December
7813,50,1,2006,2,CUVA,January
7814,50,2,2006,4,CUVA,February
7815,50,3,2006,4,CUVA,March
7816,50,4,2006,8,CUVA,April
7817,50,5,2006,11,CUVA,May
7818,50,6,2006,8,CUVA,June
7819,50,7,2006,10,CUVA,July
7820,50,8,2006,18,CUVA,August
7821,50,9,2006,7,CUVA,September
7822,50,10,2006,16,CUVA,October
7823,50,11,2006,6,CUVA,November
7824,50,12,2006,18,CUVA,December
7825,50,1,2007,8,CUVA,January
7826,50,2,2007,5,CUVA,February
7827,50,3,2007,17,CUVA,March
7828,50,4,2007,9,CUVA,April
7829,50,5,2007,23,CUVA,May
7830,50,6,2007,24,CUVA,June
7831,50,7,2007,25,CUVA,July
7832,50,8,2007,21,CUVA,August
7833,50,9,2007,14,CUVA,September
7834,50,10,2007,31,CUVA,October
7835,50,11,2007,20,CUVA,November
