obs,pid,monthnum,year,pud,park,month
1,0,1,2005,11,OLYM,January
2,0,2,2005,10,OLYM,February
3,0,3,2005,13,OLYM,March
4,0,4,2005,10,OLYM,April
5,0,5,2005,25,OLYM,May
6,0,6,2005,31,OLYM,June
7,0,7,2005,71,OLYM,July
8,0,8,2005,71,OLYM,August
9,0,9,2005,33,OLYM,September
10,0,10,2005,22,OLYM,October
11,0,11,2005,13,OLYM,November
12,0,12,2005,13,OLYM,December
13,0,1,2006,12,OLYM,January
14,0,2,2006,14,OLYM,February
15,0,3,2006,18,OLYM,March
16,0,4,2006,20,OLYM,April
17,0,5,2006,41,OLYM,May
18,0,6,2006,32,OLYM,June
19,0,7,2006,96,OLYM,July
20,0,8,2006,85,OLYM,August
21,0,9,2006,84,OLYM,September
22,0,10,2006,46,OLYM,October
23,0,11,2006,27,OLYM,November
24,0,12,2006,15,OLYM,December
25,0,1,2007,26,OLYM,January
26,0,2,2007,32,OLYM,February
27,0,3,2007,45,OLYM,March
28,0,4,2007,44,OLYM,April
29,0,5,2007,68,OLYM,May
30,0,6,2007,80,OLYM,June
31,0,7,2007,166,OLYM,July
32,0,8,2007,152,OLYM,August
33,0,9,2007,134,OLYM,September
34,0,10,2007,47,OLYM,October
35,0,11,2007,24,OLYM,November
36,0,12,2007,12,OLYM,December
37,0,1,2008,31,OLYM,January
38,0,2,2008,33,OLYM,February
39,0,3,2008,32,OLYM,March
40,0,4,2008,45,OLYM,April
41,0,5,2008,83,OLYM,May
42,0,6,2008,118,OLYM,June
43,0,7,2008,161,OLYM,July
44,0,8,2008,159,OLYM,August
45,0,9,2008,96,OLYM,September
46,0,10,2008,49,OLYM,October
47,0,11,2008,35,OLYM,November
48,0,12,2008,19,OLYM,December
49,0,1,2009,43,OLYM,January
50,0,2,2009,28,OLYM,February
51,0,3,2009,38,OLYM,March
52,0,4,2009,49,OLYM,April
53,0,5,2009,76,OLYM,May
54,0,6,2009,112,OLYM,June
55,0,7,2009,183,OLYM,July
56,0,8,2009,181,OLYM,August
57,0,9,2009,111,OLYM,September
58,0,10,2009,65,OLYM,October
59,0,11,2009,27,OLYM,November
60,0,12,2009,31,OLYM,December
61,0,1,2010,24,OLYM,January
62,0,2,2010,33,OLYM,February
63,0,3,2010,51,OLYM,March
64,0,4,2010,49,OLYM,April
65,0,5,2010,98,OLYM,May
66,0,6,2010,136,OLYM,June
67,0,7,2010,237,OLYM,July
68,0,8,2010,249,OLYM,August
69,0,9,2010,140,OLYM,September
70,0,10,2010,58,OLYM,October
71,0,11,2010,26,OLYM,November
72,0,12,2010,15,OLYM,December
73,0,1,2011,35,OLYM,January
74,0,2,2011,36,OLYM,February
75,0,3,2011,46,OLYM,March
76,0,4,2011,83,OLYM,April
77,0,5,2011,99,OLYM,May
78,0,6,2011,87,OLYM,June
79,0,7,2011,207,OLYM,July
80,0,8,2011,211,OLYM,August
81,0,9,2011,108,OLYM,September
82,0,10,2011,71,OLYM,October
83,0,11,2011,35,OLYM,November
84,0,12,2011,30,OLYM,December
85,0,1,2012,26,OLYM,January
86,0,2,2012,30,OLYM,February
87,0,3,2012,56,OLYM,March
88,0,4,2012,74,OLYM,April
89,0,5,2012,96,OLYM,May
90,0,6,2012,95,OLYM,June
91,0,7,2012,148,OLYM,July
92,0,8,2012,232,OLYM,August
93,0,9,2012,168,OLYM,September
94,0,10,2012,82,OLYM,October
95,0,11,2012,41,OLYM,November
96,0,12,2012,53,OLYM,December
97,0,1,2013,29,OLYM,January
98,0,2,2013,35,OLYM,February
99,0,3,2013,52,OLYM,March
100,0,4,2013,31,OLYM,April
101,0,5,2013,66,OLYM,May
102,0,6,2013,97,OLYM,June
103,0,7,2013,133,OLYM,July
104,0,8,2013,106,OLYM,August
105,0,9,2013,82,OLYM,September
106,0,10,2013,31,OLYM,October
107,0,11,2013,26,OLYM,November
108,0,12,2013,9,OLYM,December
109,0,1,2014,31,OLYM,January
110,0,2,2014,25,OLYM,February
111,0,3,2014,24,OLYM,March
112,0,4,2014,35,OLYM,April
113,0,5,2014,55,OLYM,May
114,0,6,2014,95,OLYM,June
115,0,7,2014,105,OLYM,July
116,0,8,2014,164,OLYM,August
117,0,9,2014,101,OLYM,September
118,0,10,2014,19,OLYM,October
119,0,11,2014,38,OLYM,November
120,0,12,2014,26,OLYM,December
121,0,1,2015,37,OLYM,January
122,0,2,2015,21,OLYM,February
123,0,3,2015,30,OLYM,March
124,0,4,2015,59,OLYM,April
125,0,5,2015,80,OLYM,May
126,0,6,2015,70,OLYM,June
127,0,7,2015,116,OLYM,July
128,0,8,2015,116,OLYM,August
129,0,9,2015,99,OLYM,September
130,0,10,2015,36,OLYM,October
131,0,11,2015,44,OLYM,November
132,0,12,2015,24,OLYM,December
133,0,1,2016,32,OLYM,January
134,0,2,2016,22,OLYM,February
135,0,3,2016,31,OLYM,March
136,0,4,2016,47,OLYM,April
137,0,5,2016,59,OLYM,May
138,0,6,2016,86,OLYM,June
139,0,7,2016,113,OLYM,July
140,0,8,2016,90,OLYM,August
141,0,9,2016,101,OLYM,September
142,0,10,2016,36,OLYM,October
143,0,11,2016,17,OLYM,November
144,0,12,2016,18,OLYM,December
145,0,1,2017,6,OLYM,January
146,0,2,2017,12,OLYM,February
147,0,3,2017,17,OLYM,March
148,0,4,2017,32,OLYM,April
149,0,5,2017,53,OLYM,May
150,0,6,2017,48,OLYM,June
151,0,7,2017,70,OLYM,July
152,0,8,2017,50,OLYM,August
153,0,9,2017,58,OLYM,September
154,0,10,2017,20,OLYM,October
155,0,11,2017,8,OLYM,November
156,0,12,2017,3,OLYM,December
157,1,1,2005,2,ACAD,January
158,1,2,2005,2,ACAD,February
159,1,3,2005,3,ACAD,March
160,1,4,2005,1,ACAD,April
161,1,5,2005,10,ACAD,May
162,1,6,2005,19,ACAD,June
163,1,7,2005,38,ACAD,July
164,1,8,2005,32,ACAD,August
165,1,9,2005,29,ACAD,September
166,1,10,2005,21,ACAD,October
167,1,11,2005,2,ACAD,November
168,1,12,2005,10,ACAD,December
169,1,1,2006,7,ACAD,January
170,1,2,2006,3,ACAD,February
171,1,3,2006,6,ACAD,March
172,1,4,2006,9,ACAD,April
173,1,5,2006,24,ACAD,May
174,1,6,2006,28,ACAD,June
175,1,7,2006,78,ACAD,July
176,1,8,2006,84,ACAD,August
177,1,9,2006,47,ACAD,September
178,1,10,2006,52,ACAD,October
179,1,11,2006,5,ACAD,November
180,1,12,2006,7,ACAD,December
181,1,1,2007,11,ACAD,January
182,1,2,2007,13,ACAD,February
183,1,3,2007,12,ACAD,March
184,1,4,2007,9,ACAD,April
185,1,5,2007,30,ACAD,May
186,1,6,2007,57,ACAD,June
187,1,7,2007,122,ACAD,July
188,1,8,2007,108,ACAD,August
189,1,9,2007,104,ACAD,September
190,1,10,2007,75,ACAD,October
191,1,11,2007,10,ACAD,November
192,1,12,2007,9,ACAD,December
193,1,1,2008,13,ACAD,January
194,1,2,2008,6,ACAD,February
195,1,3,2008,10,ACAD,March
196,1,4,2008,7,ACAD,April
197,1,5,2008,57,ACAD,May
198,1,6,2008,70,ACAD,June
199,1,7,2008,109,ACAD,July
200,1,8,2008,152,ACAD,August
201,1,9,2008,60,ACAD,September
202,1,10,2008,88,ACAD,October
203,1,11,2008,6,ACAD,November
204,1,12,2008,12,ACAD,December
205,1,1,2009,15,ACAD,January
206,1,2,2009,5,ACAD,February
207,1,3,2009,14,ACAD,March
208,1,4,2009,7,ACAD,April
209,1,5,2009,42,ACAD,May
210,1,6,2009,69,ACAD,June
211,1,7,2009,117,ACAD,July
212,1,8,2009,105,ACAD,August
213,1,9,2009,117,ACAD,September
214,1,10,2009,88,ACAD,October
215,1,11,2009,16,ACAD,November
216,1,12,2009,5,ACAD,December
217,1,1,2010,14,ACAD,January
218,1,2,2010,7,ACAD,February
219,1,3,2010,14,ACAD,March
220,1,4,2010,21,ACAD,April
221,1,5,2010,53,ACAD,May
222,1,6,2010,115,ACAD,June
223,1,7,2010,156,ACAD,July
224,1,8,2010,200,ACAD,August
225,1,9,2010,117,ACAD,September
226,1,10,2010,141,ACAD,October
227,1,11,2010,23,ACAD,November
228,1,12,2010,12,ACAD,December
229,1,1,2011,9,ACAD,January
230,1,2,2011,13,ACAD,February
231,1,3,2011,11,ACAD,March
232,1,4,2011,33,ACAD,April
233,1,5,2011,70,ACAD,May
234,1,6,2011,99,ACAD,June
235,1,7,2011,193,ACAD,July
236,1,8,2011,147,ACAD,August
237,1,9,2011,120,ACAD,September
238,1,10,2011,149,ACAD,October
239,1,11,2011,17,ACAD,November
240,1,12,2011,8,ACAD,December
241,1,1,2012,13,ACAD,January
242,1,2,2012,14,ACAD,February
243,1,3,2012,12,ACAD,March
244,1,4,2012,19,ACAD,April
245,1,5,2012,75,ACAD,May
246,1,6,2012,99,ACAD,June
247,1,7,2012,156,ACAD,July
248,1,8,2012,161,ACAD,August
249,1,9,2012,128,ACAD,September
250,1,10,2012,173,ACAD,October
251,1,11,2012,15,ACAD,November
252,1,12,2012,8,ACAD,December
253,1,1,2013,5,ACAD,January
254,1,2,2013,17,ACAD,February
255,1,3,2013,15,ACAD,March
256,1,4,2013,6,ACAD,April
257,1,5,2013,35,ACAD,May
258,1,6,2013,78,ACAD,June
259,1,7,2013,88,ACAD,July
260,1,8,2013,77,ACAD,August
261,1,9,2013,86,ACAD,September
262,1,10,2013,71,ACAD,October
263,1,11,2013,8,ACAD,November
264,1,12,2013,3,ACAD,December
265,1,1,2014,8,ACAD,January
266,1,2,2014,7,ACAD,February
267,1,3,2014,9,ACAD,March
268,1,4,2014,6,ACAD,April
269,1,5,2014,24,ACAD,May
270,1,6,2014,69,ACAD,June
271,1,7,2014,94,ACAD,July
272,1,8,2014,114,ACAD,August
273,1,9,2014,82,ACAD,September
274,1,10,2014,119,ACAD,October
275,1,11,2014,1,ACAD,November
276,1,12,2014,4,ACAD,December
277,1,1,2015,6,ACAD,January
278,1,2,2015,3,ACAD,February
279,1,3,2015,2,ACAD,March
280,1,4,2015,7,ACAD,April
281,1,5,2015,37,ACAD,May
282,1,6,2015,88,ACAD,June
283,1,7,2015,108,ACAD,July
284,1,8,2015,63,ACAD,August
285,1,9,2015,82,ACAD,September
286,1,10,2015,77,ACAD,October
287,1,11,2015,7,ACAD,November
288,1,12,2015,2,ACAD,December
289,1,1,2016,6,ACAD,January
290,1,2,2016,4,ACAD,February
291,1,3,2016,5,ACAD,March
292,1,4,2016,18,ACAD,April
293,1,5,2016,46,ACAD,May
294,1,6,2016,79,ACAD,June
295,1,7,2016,80,ACAD,July
296,1,8,2016,61,ACAD,August
297,1,9,2016,66,ACAD,September
298,1,10,2016,95,ACAD,October
299,1,11,2016,21,ACAD,November
300,1,12,2016,4,ACAD,December
301,1,1,2017,5,ACAD,January
302,1,2,2017,1,ACAD,February
303,1,3,2017,4,ACAD,March
304,1,4,2017,4,ACAD,April
305,1,5,2017,15,ACAD,May
306,1,6,2017,38,ACAD,June
307,1,7,2017,57,ACAD,July
308,1,8,2017,59,ACAD,August
309,1,9,2017,71,ACAD,September
310,1,10,2017,52,ACAD,October
311,1,11,2017,7,ACAD,November
312,1,12,2017,2,ACAD,December
313,2,1,2005,22,EVER,January
314,2,2,2005,14,EVER,February
315,2,3,2005,31,EVER,March
316,2,4,2005,9,EVER,April
317,2,5,2005,11,EVER,May
318,2,6,2005,12,EVER,June
319,2,7,2005,6,EVER,July
320,2,8,2005,20,EVER,August
321,2,9,2005,9,EVER,September
322,2,10,2005,8,EVER,October
323,2,11,2005,9,EVER,November
324,2,12,2005,21,EVER,December
325,2,1,2006,33,EVER,January
326,2,2,2006,12,EVER,February
327,2,3,2006,33,EVER,March
328,2,4,2006,39,EVER,April
329,2,5,2006,14,EVER,May
330,2,6,2006,10,EVER,June
331,2,7,2006,22,EVER,July
332,2,8,2006,19,EVER,August
333,2,9,2006,18,EVER,September
334,2,10,2006,19,EVER,October
335,2,11,2006,45,EVER,November
336,2,12,2006,55,EVER,December
337,2,1,2007,51,EVER,January
338,2,2,2007,40,EVER,February
339,2,3,2007,79,EVER,March
340,2,4,2007,44,EVER,April
341,2,5,2007,23,EVER,May
342,2,6,2007,37,EVER,June
343,2,7,2007,35,EVER,July
344,2,8,2007,34,EVER,August
345,2,9,2007,23,EVER,September
346,2,10,2007,19,EVER,October
347,2,11,2007,35,EVER,November
348,2,12,2007,54,EVER,December
349,2,1,2008,59,EVER,January
350,2,2,2008,49,EVER,February
351,2,3,2008,71,EVER,March
352,2,4,2008,46,EVER,April
353,2,5,2008,33,EVER,May
354,2,6,2008,20,EVER,June
355,2,7,2008,30,EVER,July
356,2,8,2008,22,EVER,August
357,2,9,2008,17,EVER,September
358,2,10,2008,25,EVER,October
359,2,11,2008,48,EVER,November
360,2,12,2008,56,EVER,December
361,2,1,2009,78,EVER,January
362,2,2,2009,75,EVER,February
363,2,3,2009,104,EVER,March
364,2,4,2009,78,EVER,April
365,2,5,2009,37,EVER,May
366,2,6,2009,27,EVER,June
367,2,7,2009,33,EVER,July
368,2,8,2009,27,EVER,August
369,2,9,2009,18,EVER,September
370,2,10,2009,27,EVER,October
371,2,11,2009,49,EVER,November
372,2,12,2009,78,EVER,December
373,2,1,2010,91,EVER,January
374,2,2,2010,101,EVER,February
375,2,3,2010,106,EVER,March
376,2,4,2010,66,EVER,April
377,2,5,2010,67,EVER,May
378,2,6,2010,48,EVER,June
379,2,7,2010,46,EVER,July
380,2,8,2010,51,EVER,August
381,2,9,2010,52,EVER,September
382,2,10,2010,55,EVER,October
383,2,11,2010,83,EVER,November
384,2,12,2010,116,EVER,December
385,2,1,2011,146,EVER,January
386,2,2,2011,111,EVER,February
387,2,3,2011,133,EVER,March
388,2,4,2011,84,EVER,April
389,2,5,2011,62,EVER,May
390,2,6,2011,47,EVER,June
391,2,7,2011,42,EVER,July
392,2,8,2011,35,EVER,August
393,2,9,2011,64,EVER,September
394,2,10,2011,46,EVER,October
395,2,11,2011,82,EVER,November
396,2,12,2011,121,EVER,December
397,2,1,2012,165,EVER,January
398,2,2,2012,132,EVER,February
399,2,3,2012,108,EVER,March
400,2,4,2012,82,EVER,April
401,2,5,2012,76,EVER,May
402,2,6,2012,61,EVER,June
403,2,7,2012,50,EVER,July
404,2,8,2012,49,EVER,August
405,2,9,2012,56,EVER,September
406,2,10,2012,66,EVER,October
407,2,11,2012,62,EVER,November
408,2,12,2012,101,EVER,December
409,2,1,2013,121,EVER,January
410,2,2,2013,115,EVER,February
411,2,3,2013,116,EVER,March
412,2,4,2013,66,EVER,April
413,2,5,2013,44,EVER,May
414,2,6,2013,29,EVER,June
415,2,7,2013,36,EVER,July
416,2,8,2013,27,EVER,August
417,2,9,2013,43,EVER,September
418,2,10,2013,38,EVER,October
419,2,11,2013,57,EVER,November
420,2,12,2013,60,EVER,December
421,2,1,2014,59,EVER,January
422,2,2,2014,83,EVER,February
423,2,3,2014,59,EVER,March
424,2,4,2014,67,EVER,April
425,2,5,2014,46,EVER,May
426,2,6,2014,26,EVER,June
427,2,7,2014,36,EVER,July
428,2,8,2014,27,EVER,August
429,2,9,2014,29,EVER,September
430,2,10,2014,36,EVER,October
431,2,11,2014,56,EVER,November
432,2,12,2014,90,EVER,December
433,2,1,2015,71,EVER,January
434,2,2,2015,32,EVER,February
435,2,3,2015,55,EVER,March
436,2,4,2015,32,EVER,April
437,2,5,2015,40,EVER,May
438,2,6,2015,37,EVER,June
439,2,7,2015,41,EVER,July
440,2,8,2015,22,EVER,August
441,2,9,2015,23,EVER,September
442,2,10,2015,39,EVER,October
443,2,11,2015,47,EVER,November
444,2,12,2015,53,EVER,December
445,2,1,2016,62,EVER,January
446,2,2,2016,56,EVER,February
447,2,3,2016,56,EVER,March
448,2,4,2016,35,EVER,April
449,2,5,2016,27,EVER,May
450,2,6,2016,11,EVER,June
451,2,7,2016,25,EVER,July
452,2,8,2016,15,EVER,August
453,2,9,2016,13,EVER,September
454,2,10,2016,35,EVER,October
455,2,11,2016,37,EVER,November
456,2,12,2016,16,EVER,December
457,2,1,2017,43,EVER,January
458,2,2,2017,48,EVER,February
459,2,3,2017,30,EVER,March
460,2,4,2017,48,EVER,April
461,2,5,2017,17,EVER,May
462,2,6,2017,3,EVER,June
463,2,7,2017,7,EVER,July
464,2,8,2017,4,EVER,August
465,2,9,2017,2,EVER,September
466,2,10,2017,4,EVER,October
467,2,11,2017,11,EVER,November
468,2,12,2017,4,EVER,December
469,3,1,2005,7,GRSM,January
470,3,2,2005,3,GRSM,February
471,3,3,2005,13,GRSM,March
472,3,4,2005,24,GRSM,April
473,3,5,2005,24,GRSM,May
474,3,6,2005,30,GRSM,June
475,3,7,2005,32,GRSM,July
476,3,8,2005,27,GRSM,August
477,3,9,2005,8,GRSM,September
478,3,10,2005,32,GRSM,October
479,3,11,2005,36,GRSM,November
480,3,12,2005,9,GRSM,December
481,3,1,2006,22,GRSM,January
482,3,2,2006,15,GRSM,February
483,3,3,2006,28,GRSM,March
484,3,4,2006,27,GRSM,April
485,3,5,2006,50,GRSM,May
486,3,6,2006,41,GRSM,June
487,3,7,2006,55,GRSM,July
488,3,8,2006,37,GRSM,August
489,3,9,2006,51,GRSM,September
490,3,10,2006,85,GRSM,October
491,3,11,2006,44,GRSM,November
492,3,12,2006,37,GRSM,December
493,3,1,2007,50,GRSM,January
494,3,2,2007,50,GRSM,February
495,3,3,2007,58,GRSM,March
496,3,4,2007,66,GRSM,April
497,3,5,2007,74,GRSM,May
498,3,6,2007,92,GRSM,June
499,3,7,2007,107,GRSM,July
500,3,8,2007,95,GRSM,August
501,3,9,2007,57,GRSM,September
502,3,10,2007,116,GRSM,October
503,3,11,2007,80,GRSM,November
504,3,12,2007,40,GRSM,December
505,3,1,2008,47,GRSM,January
506,3,2,2008,35,GRSM,February
507,3,3,2008,51,GRSM,March
508,3,4,2008,93,GRSM,April
509,3,5,2008,98,GRSM,May
510,3,6,2008,88,GRSM,June
511,3,7,2008,97,GRSM,July
512,3,8,2008,99,GRSM,August
513,3,9,2008,52,GRSM,September
514,3,10,2008,127,GRSM,October
515,3,11,2008,60,GRSM,November
516,3,12,2008,33,GRSM,December
517,3,1,2009,45,GRSM,January
518,3,2,2009,31,GRSM,February
519,3,3,2009,65,GRSM,March
520,3,4,2009,95,GRSM,April
521,3,5,2009,120,GRSM,May
522,3,6,2009,113,GRSM,June
523,3,7,2009,152,GRSM,July
524,3,8,2009,85,GRSM,August
525,3,9,2009,69,GRSM,September
526,3,10,2009,137,GRSM,October
527,3,11,2009,53,GRSM,November
528,3,12,2009,31,GRSM,December
529,3,1,2010,46,GRSM,January
530,3,2,2010,24,GRSM,February
531,3,3,2010,31,GRSM,March
532,3,4,2010,90,GRSM,April
533,3,5,2010,84,GRSM,May
534,3,6,2010,135,GRSM,June
535,3,7,2010,158,GRSM,July
536,3,8,2010,108,GRSM,August
537,3,9,2010,108,GRSM,September
538,3,10,2010,256,GRSM,October
539,3,11,2010,109,GRSM,November
540,3,12,2010,54,GRSM,December
541,3,1,2011,55,GRSM,January
542,3,2,2011,34,GRSM,February
543,3,3,2011,84,GRSM,March
544,3,4,2011,183,GRSM,April
545,3,5,2011,119,GRSM,May
546,3,6,2011,119,GRSM,June
547,3,7,2011,165,GRSM,July
548,3,8,2011,104,GRSM,August
549,3,9,2011,125,GRSM,September
550,3,10,2011,294,GRSM,October
551,3,11,2011,83,GRSM,November
552,3,12,2011,60,GRSM,December
553,3,1,2012,55,GRSM,January
554,3,2,2012,31,GRSM,February
555,3,3,2012,92,GRSM,March
556,3,4,2012,173,GRSM,April
557,3,5,2012,142,GRSM,May
558,3,6,2012,154,GRSM,June
559,3,7,2012,125,GRSM,July
560,3,8,2012,121,GRSM,August
561,3,9,2012,125,GRSM,September
562,3,10,2012,274,GRSM,October
563,3,11,2012,71,GRSM,November
564,3,12,2012,65,GRSM,December
565,3,1,2013,40,GRSM,January
566,3,2,2013,34,GRSM,February
567,3,3,2013,64,GRSM,March
568,3,4,2013,146,GRSM,April
569,3,5,2013,136,GRSM,May
570,3,6,2013,87,GRSM,June
571,3,7,2013,84,GRSM,July
572,3,8,2013,63,GRSM,August
573,3,9,2013,45,GRSM,September
574,3,10,2013,130,GRSM,October
575,3,11,2013,74,GRSM,November
576,3,12,2013,36,GRSM,December
577,3,1,2014,28,GRSM,January
578,3,2,2014,22,GRSM,February
579,3,3,2014,48,GRSM,March
580,3,4,2014,69,GRSM,April
581,3,5,2014,116,GRSM,May
582,3,6,2014,115,GRSM,June
583,3,7,2014,103,GRSM,July
584,3,8,2014,78,GRSM,August
585,3,9,2014,67,GRSM,September
586,3,10,2014,158,GRSM,October
587,3,11,2014,48,GRSM,November
588,3,12,2014,25,GRSM,December
589,3,1,2015,38,GRSM,January
590,3,2,2015,24,GRSM,February
591,3,3,2015,52,GRSM,March
592,3,4,2015,100,GRSM,April
593,3,5,2015,92,GRSM,May
594,3,6,2015,80,GRSM,June
595,3,7,2015,78,GRSM,July
596,3,8,2015,65,GRSM,August
597,3,9,2015,73,GRSM,September
598,3,10,2015,158,GRSM,October
599,3,11,2015,63,GRSM,November
600,3,12,2015,42,GRSM,December
601,3,1,2016,30,GRSM,January
602,3,2,2016,27,GRSM,February
603,3,3,2016,42,GRSM,March
604,3,4,2016,98,GRSM,April
605,3,5,2016,98,GRSM,May
606,3,6,2016,57,GRSM,June
607,3,7,2016,46,GRSM,July
608,3,8,2016,39,GRSM,August
609,3,9,2016,54,GRSM,September
610,3,10,2016,127,GRSM,October
611,3,11,2016,46,GRSM,November
612,3,12,2016,29,GRSM,December
613,3,1,2017,22,GRSM,January
614,3,2,2017,19,GRSM,February
615,3,3,2017,34,GRSM,March
616,3,4,2017,60,GRSM,April
617,3,5,2017,56,GRSM,May
618,3,6,2017,31,GRSM,June
619,3,7,2017,52,GRSM,July
620,3,8,2017,48,GRSM,August
621,3,9,2017,31,GRSM,September
622,3,10,2017,75,GRSM,October
623,3,11,2017,36,GRSM,November
624,3,12,2017,9,GRSM,December
625,4,1,2005,1,ISRO,January
626,4,2,2005,0,ISRO,February
627,4,3,2005,0,ISRO,March
628,4,4,2005,0,ISRO,April
629,4,5,2005,0,ISRO,May
630,4,6,2005,0,ISRO,June
631,4,7,2005,12,ISRO,July
632,4,8,2005,11,ISRO,August
633,4,9,2005,1,ISRO,September
634,4,10,2005,2,ISRO,October
635,4,11,2005,0,ISRO,November
636,4,12,2005,2,ISRO,December
637,4,1,2006,1,ISRO,January
638,4,2,2006,0,ISRO,February
639,4,3,2006,0,ISRO,March
640,4,4,2006,0,ISRO,April
641,4,5,2006,9,ISRO,May
642,4,6,2006,4,ISRO,June
643,4,7,2006,15,ISRO,July
644,4,8,2006,10,ISRO,August
645,4,9,2006,1,ISRO,September
646,4,10,2006,1,ISRO,October
647,4,11,2006,0,ISRO,November
648,4,12,2006,0,ISRO,December
649,4,1,2007,0,ISRO,January
650,4,2,2007,0,ISRO,February
651,4,3,2007,0,ISRO,March
652,4,4,2007,0,ISRO,April
653,4,5,2007,0,ISRO,May
654,4,6,2007,7,ISRO,June
655,4,7,2007,20,ISRO,July
656,4,8,2007,28,ISRO,August
657,4,9,2007,10,ISRO,September
658,4,10,2007,1,ISRO,October
659,4,11,2007,1,ISRO,November
660,4,12,2007,0,ISRO,December
661,4,1,2008,2,ISRO,January
662,4,2,2008,1,ISRO,February
663,4,3,2008,3,ISRO,March
664,4,4,2008,0,ISRO,April
665,4,5,2008,1,ISRO,May
666,4,6,2008,11,ISRO,June
667,4,7,2008,15,ISRO,July
668,4,8,2008,21,ISRO,August
669,4,9,2008,17,ISRO,September
670,4,10,2008,0,ISRO,October
671,4,11,2008,7,ISRO,November
672,4,12,2008,1,ISRO,December
673,4,1,2009,0,ISRO,January
674,4,2,2009,3,ISRO,February
675,4,3,2009,2,ISRO,March
676,4,4,2009,1,ISRO,April
677,4,5,2009,2,ISRO,May
678,4,6,2009,8,ISRO,June
679,4,7,2009,17,ISRO,July
680,4,8,2009,10,ISRO,August
681,4,9,2009,6,ISRO,September
682,4,10,2009,1,ISRO,October
683,4,11,2009,0,ISRO,November
684,4,12,2009,0,ISRO,December
685,4,1,2010,1,ISRO,January
686,4,2,2010,0,ISRO,February
687,4,3,2010,0,ISRO,March
688,4,4,2010,2,ISRO,April
689,4,5,2010,9,ISRO,May
690,4,6,2010,19,ISRO,June
691,4,7,2010,12,ISRO,July
692,4,8,2010,25,ISRO,August
693,4,9,2010,11,ISRO,September
694,4,10,2010,4,ISRO,October
695,4,11,2010,0,ISRO,November
696,4,12,2010,1,ISRO,December
697,4,1,2011,0,ISRO,January
698,4,2,2011,0,ISRO,February
699,4,3,2011,1,ISRO,March
700,4,4,2011,3,ISRO,April
701,4,5,2011,10,ISRO,May
702,4,6,2011,8,ISRO,June
703,4,7,2011,7,ISRO,July
704,4,8,2011,9,ISRO,August
705,4,9,2011,10,ISRO,September
706,4,10,2011,0,ISRO,October
707,4,11,2011,0,ISRO,November
708,4,12,2011,0,ISRO,December
709,4,1,2012,0,ISRO,January
710,4,2,2012,0,ISRO,February
711,4,3,2012,2,ISRO,March
712,4,4,2012,0,ISRO,April
713,4,5,2012,1,ISRO,May
714,4,6,2012,10,ISRO,June
715,4,7,2012,17,ISRO,July
716,4,8,2012,18,ISRO,August
717,4,9,2012,7,ISRO,September
718,4,10,2012,2,ISRO,October
719,4,11,2012,0,ISRO,November
720,4,12,2012,0,ISRO,December
721,4,1,2013,0,ISRO,January
722,4,2,2013,0,ISRO,February
723,4,3,2013,0,ISRO,March
724,4,4,2013,0,ISRO,April
725,4,5,2013,0,ISRO,May
726,4,6,2013,3,ISRO,June
727,4,7,2013,1,ISRO,July
728,4,8,2013,7,ISRO,August
729,4,9,2013,2,ISRO,September
730,4,10,2013,0,ISRO,October
731,4,11,2013,0,ISRO,November
732,4,12,2013,0,ISRO,December
733,4,1,2014,0,ISRO,January
734,4,2,2014,0,ISRO,February
735,4,3,2014,0,ISRO,March
736,4,4,2014,0,ISRO,April
737,4,5,2014,1,ISRO,May
738,4,6,2014,4,ISRO,June
739,4,7,2014,1,ISRO,July
740,4,8,2014,4,ISRO,August
741,4,9,2014,4,ISRO,September
742,4,10,2014,1,ISRO,October
743,4,11,2014,0,ISRO,November
744,4,12,2014,0,ISRO,December
745,4,1,2015,0,ISRO,January
746,4,2,2015,0,ISRO,February
747,4,3,2015,0,ISRO,March
748,4,4,2015,2,ISRO,April
749,4,5,2015,0,ISRO,May
750,4,6,2015,4,ISRO,June
751,4,7,2015,4,ISRO,July
752,4,8,2015,20,ISRO,August
753,4,9,2015,0,ISRO,September
754,4,10,2015,1,ISRO,October
755,4,11,2015,0,ISRO,November
756,4,12,2015,0,ISRO,December
757,4,1,2016,0,ISRO,January
758,4,2,2016,0,ISRO,February
759,4,3,2016,0,ISRO,March
760,4,4,2016,0,ISRO,April
761,4,5,2016,7,ISRO,May
762,4,6,2016,14,ISRO,June
763,4,7,2016,0,ISRO,July
764,4,8,2016,13,ISRO,August
765,4,9,2016,5,ISRO,September
766,4,10,2016,0,ISRO,October
767,4,11,2016,0,ISRO,November
768,4,12,2016,0,ISRO,December
769,4,1,2017,0,ISRO,January
770,4,2,2017,0,ISRO,February
771,4,3,2017,0,ISRO,March
772,4,4,2017,0,ISRO,April
773,4,5,2017,0,ISRO,May
774,4,6,2017,1,ISRO,June
775,4,7,2017,3,ISRO,July
776,4,8,2017,17,ISRO,August
777,4,9,2017,2,ISRO,September
778,4,10,2017,0,ISRO,October
779,4,11,2017,0,ISRO,November
780,4,12,2017,0,ISRO,December
781,5,1,2005,3,REDW,January
782,5,2,2005,2,REDW,February
783,5,3,2005,4,REDW,March
784,5,4,2005,2,REDW,April
785,5,5,2005,6,REDW,May
